group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N1000,1,364.18406072,1016.45271729,1228.69058841,1.96251724,1.77324150
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N200,1,76.80704698,214.09924504,261.39228990,1.97240112,1.73296505
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N2000,1,762.26833631,2127.20353127,2562.93224510,1.96367769,1.78068526
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N500,1,181.17114094,517.17849958,668.57872072,1.80069461,1.65006701
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N5000,1,1907.10456274,5313.19699694,6350.52905922,1.97659165,1.79633232
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N1000,1,284.13307985,839.88584991,1211.06140541,1.59161975,1.47363406
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N200,1,45.90527449,144.72274711,252.39624046,1.29887015,1.19590539
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N2000,1,650.64638783,1884.35583645,2544.38870125,1.70878001,1.57957179
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N500,1,129.82442748,401.42043606,652.76438185,1.37692051,1.29749587
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N5000,1,1761.09505703,5002.14516423,6338.17140673,1.83466143,1.68920081
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N1000,1,354.90494297,997.43350032,1229.25268946,1.91019944,1.73739283
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N200,1,60.52371917,178.55093434,258.46780995,1.60238195,1.45016927
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N2000,1,734.93973635,2069.62423344,2561.77175890,1.89554326,1.73076773
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N500,1,144.68566176,434.04774034,655.76390099,1.51525714,1.40210649
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N5000,1,1752.03308824,4978.21797537,6329.08484979,1.83215830,1.68337905
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N1000,1,278.35104364,827.59429806,1210.61924784,1.56077699,1.45136746
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N200,1,44.46290051,141.41458416,251.85044959,1.26587834,1.17018678
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N2000,1,678.38022814,1944.83089705,2549.24190917,1.77257961,1.62971223
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N500,1,166.44364937,482.62530651,661.61106656,1.70144728,1.55243007
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N5000,1,1775.05235602,5028.93367743,6334.05085930,1.85238244,1.70000269
