group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N1000,1,338.33274336,963.33455959,1267.94536966,1.81799855,1.64133532
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N200,1,60.59789157,172.60456062,229.20246574,1.81547970,1.59739883
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N2000,1,661.23518164,1892.20881964,2523.16631919,1.78452935,1.61897412
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N500,1,158.98166259,459.65081156,630.86252608,1.71916505,1.56720905
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N5000,1,1726.13982301,4858.90118165,6179.17719068,1.89852783,1.70284300
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N1000,1,307.87964602,898.78910762,1265.96267115,1.66144204,1.52801348
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N200,1,37.31214689,120.21381376,222.22066392,1.21992028,1.13292497
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N2000,1,570.70992366,1698.13690247,2513.30658571,1.55679148,1.45028019
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N500,1,116.35943060,362.73068357,616.23966566,1.34322443,1.25481050
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N5000,1,1499.96175908,4375.52658168,6157.27065046,1.66581626,1.53064358
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N1000,1,265.16543575,802.07614790,1252.05763217,1.47521749,1.37242835
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N200,1,38.64344262,122.44677647,221.24763781,1.27973187,1.16240888
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N2000,1,604.69729730,1772.19010183,2519.14969343,1.63905288,1.51328681
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N500,1,149.80530973,439.03812252,628.17100904,1.63901703,1.50055694
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N5000,1,1534.34690265,4454.83561133,6171.08261544,1.69361200,1.55588943
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N1000,1,269.07713885,811.67722740,1254.67068863,1.48832523,1.38628953
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N200,1,38.60677328,122.97886783,222.34291228,1.26023326,1.15985409
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N2000,1,587.57831325,1734.50105013,2515.50559053,1.59896878,1.48173093
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N500,1,119.30840164,369.90165294,618.08876914,1.36560675,1.27627175
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N5000,1,1461.78434269,4296.76524681,6158.66555918,1.62241213,1.50101418
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N1000,1,334.49483013,955.94524872,1269.03678469,1.79316939,1.62637973
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N200,1,57.51545117,165.14484630,227.33413143,1.76259547,1.53993328
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N2000,1,691.05663717,1958.13271827,2529.99887850,1.85135565,1.67330441
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N500,1,158.33269598,457.32615662,629.11177197,1.72521204,1.56401373
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N5000,1,1715.41769912,4846.62236585,6197.28328685,1.87182444,1.69252025
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N1000,1,256.38049713,784.51615514,1253.39316501,1.42211691,1.33860797
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N200,1,39.34202212,124.35558132,222.06381344,1.28893100,1.17571138
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N2000,1,553.91432792,1659.46206578,2506.67536372,1.52198854,1.41976413
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N500,1,115.52569593,361.77890404,617.65296752,1.32495346,1.24750431
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N5000,1,1546.82889201,4486.55924516,6181.37769626,1.69966382,1.56452928
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N1000,1,263.98448687,800.48975224,1253.63067826,1.46352423,1.36736698
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N200,1,39.15147265,124.01876562,222.17210567,1.28087043,1.17153765
