group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N1000,1,379.81277860,1081.99081829,1314.15605316,1.81455792,1.66844037
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N200,1,71.75619048,204.74939412,254.80732014,1.80358650,1.59901501
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N2000,1,787.22957198,2230.83425755,2671.83071865,1.85075326,1.69433660
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N500,1,180.14396887,516.14597988,644.92380552,1.77640740,1.61593886
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N5000,1,1945.88425047,5512.42757127,6575.26778901,1.85300872,1.70234013
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N1000,1,347.76094891,1011.34944760,1307.19594729,1.68382631,1.56231085
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N200,1,45.73737374,145.64705270,245.99366834,1.26137904,1.16214662
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N2000,1,657.69333333,1948.67915633,2649.71243140,1.57906155,1.48155609
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N500,1,128.68471338,401.28871767,631.15294165,1.34185225,1.26773655
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N5000,1,1773.86496350,5138.01785860,6546.40263235,1.70797897,1.58773583
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N1000,1,288.47445255,878.07683102,1289.62959876,1.44596085,1.36501127
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N200,1,45.61664190,145.94107889,246.97565987,1.24456722,1.15882069
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N2000,1,682.08666667,2000.99683433,2652.40925179,1.63339733,1.52211350
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N500,1,135.25000000,417.15868939,635.09906590,1.38747468,1.31158021
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N5000,1,1840.80333333,5286.70982677,6563.02928819,1.76115328,1.63197226
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N1000,1,297.97417504,897.93658578,1289.75319803,1.49320760,1.39777044
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N200,1,46.65384615,147.36222015,245.64419819,1.29163367,1.17884294
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N2000,1,661.17333333,1955.46802719,2648.88239894,1.58868310,1.48755738
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N500,1,147.29411765,443.43556611,637.23200283,1.49792002,1.39432375
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N5000,1,1766.55732484,5122.84471323,6546.49461565,1.70088250,1.58274475
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N1000,1,382.45992366,1087.36913085,1313.91022178,1.82806347,1.67753565
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N200,1,74.24571429,210.93305384,256.60219333,1.83308144,1.63739643
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N2000,1,753.74045802,2159.90740714,2669.74656529,1.77550118,1.63882771
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N500,1,191.28404669,541.81707213,649.35647974,1.85384694,1.68841547
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N5000,1,1941.95914397,5508.36392402,6582.67237335,1.84406982,1.69899867
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N1000,1,291.02919708,883.35123031,1289.54322550,1.45901902,1.37385863
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N200,1,46.92801556,148.45243400,246.57844783,1.28591998,1.18245883
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N2000,1,669.66603053,1976.17345123,2654.30454771,1.60074744,1.50089516
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N500,1,128.93259804,401.80061256,631.14478497,1.34448280,1.26948417
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N5000,1,1707.63619048,4994.96053969,6537.25735716,1.65002188,1.54324870
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N1000,1,271.11234397,841.67011767,1289.20542193,1.36009104,1.30517552
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N200,1,69.84819734,201.87045127,256.78019725,1.72148319,1.56225737
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N2000,1,679.98638132,1997.68895696,2654.33114257,1.62537553,1.51823281
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N500,1,126.26666667,395.17614481,629.21798567,1.32735080,1.25175159
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N5000,1,1803.26285714,5204.08390708,6555.07941846,1.73050195,1.60707210
