group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N1000,1,365.74704890,1034.80615007,1295.90078674,1.86187803,1.69699893
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N200,1,64.90660920,186.79575022,249.47801591,1.74794827,1.56545545
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N2000,1,718.25568182,2026.40703062,2501.44114831,1.88207570,1.72348146
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N500,1,178.35227273,507.54290459,642.47835554,1.82173392,1.67525368
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N5000,1,1852.00198413,5214.12825687,6382.54507189,1.89721379,1.73980458
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N1000,1,282.06707317,851.30569720,1279.39988057,1.48581873,1.40042948
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N200,1,74.27487352,207.48286127,251.58382457,1.95587069,1.73173674
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N2000,1,585.78534923,1738.35594290,2479.71293760,1.57073012,1.47971239
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N500,1,134.10781671,408.06369604,629.33249021,1.44755861,1.36156799
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N5000,1,1665.84317032,4816.28282784,6364.51885140,1.71920935,1.60478781
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N1000,1,288.56426332,864.83188254,1279.38255112,1.52009888,1.42415645
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N200,1,50.79154519,155.07068973,245.30439706,1.43221713,1.31208544
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N2000,1,613.71379898,1801.41944890,2488.49556184,1.63026078,1.53053542
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N500,1,128.07082945,393.05724930,624.95958831,1.40899790,1.31959855
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N5000,1,1714.34169279,4919.47237157,6368.39057086,1.76643825,1.64010271
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N1000,1,286.44984326,861.03966121,1280.48562794,1.50546137,1.41604579
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N200,1,44.31458967,139.38902809,241.36598932,1.30766960,1.19626108
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N2000,1,623.18381113,1819.99458732,2486.41826543,1.65907878,1.54877456
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N500,1,123.44743935,383.44552456,624.99619664,1.35791395,1.28508211
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N5000,1,1650.45315162,4782.91749813,6362.17382807,1.70497683,1.59367030
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N1000,1,333.56060606,966.83736077,1294.25612666,1.70373488,1.58161463
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N200,1,69.99529781,199.03236101,252.42133305,1.82705958,1.65154460
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N2000,1,708.61669506,2005.94742824,2500.76006435,1.85814473,1.70562988
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N500,1,178.45827815,507.91023806,642.74203546,1.82085505,1.67576840
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N5000,1,1865.39087302,5236.58676920,6372.76206076,1.91862077,1.75067686
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N1000,1,281.67055394,850.54008482,1279.50872542,1.48338982,1.39894450
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N200,1,43.17592593,137.41537298,242.08339914,1.26337085,1.17358352
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N2000,1,615.27768313,1803.51082627,2486.39547552,1.63807035,1.53390965
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N500,1,119.56534954,373.98836509,622.53114637,1.32963262,1.25753261
