group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N1000,1,362.30000000,1028.45609023,1278.17048742,1.83872802,1.68573896
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N200,1,66.88475177,193.13397299,255.58640724,1.72697919,1.55649763
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N2000,1,751.22709163,2110.97218827,2559.54569527,1.91123075,1.73165391
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N500,1,176.50461538,500.73381607,631.57453623,1.84297786,1.65682453
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N5000,1,1930.22307692,5408.72481234,6465.62809875,1.93225726,1.75838039
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N1000,1,294.85681024,879.62979439,1263.19511649,1.54336316,1.44759847
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N200,1,45.83472454,144.38288008,246.77204212,1.30199018,1.19357273
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N2000,1,592.48269231,1765.22578625,2532.49366909,1.55003394,1.45026897
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N500,1,121.67076923,378.68242411,617.50895379,1.34972001,1.26535412
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N5000,1,1728.43461538,4967.79316767,6428.65786910,1.75625518,1.61754488
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N1000,1,284.96000000,855.95455238,1257.69271928,1.50894418,1.41342311
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N200,1,45.61227154,143.99412458,246.90648097,1.29369495,1.18930106
