group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N1000,1,347.54388715,976.90743423,1263.00135480,1.90897846,1.70798659
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N200,1,68.04347826,193.53550173,260.64480964,1.82518376,1.62441272
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N2000,1,698.03460208,1961.92240998,2522.43800518,1.90963899,1.71842715
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N500,1,162.79061977,465.69432383,631.37098378,1.78666999,1.61988900
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N5000,1,1736.32703214,4849.56545728,6118.52327760,1.95709392,1.75371946
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N1000,1,246.64667897,755.84957331,1243.46173583,1.41554355,1.32674564
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N200,1,41.62646566,134.10094211,252.72639957,1.22025299,1.14571753
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N2000,1,566.04536862,1673.84366698,2498.85589324,1.58957131,1.46924234
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N500,1,117.33441911,363.30091673,617.52360346,1.37112914,1.27993560
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N5000,1,1552.85633270,4459.70817767,6104.79529717,1.76119637,1.60947746
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N1000,1,301.02664577,875.67657987,1255.22547213,1.68220960,1.53296002
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N200,1,49.82222222,151.81838443,253.88370864,1.44095214,1.29953985
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N2000,1,539.70415225,1615.52992610,2492.67072104,1.52620337,1.41930229
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N500,1,125.77830189,382.48852701,620.39674155,1.45032386,1.34385585
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N5000,1,1566.26989619,4483.92668267,6098.08774308,1.78183167,1.62087580
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N1000,1,248.12853774,759.57614337,1244.61259156,1.42029578,1.33211449
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N200,1,70.25293132,198.31653952,260.96522867,1.87799323,1.66424995
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N2000,1,545.01028278,1626.30758132,2492.17251096,1.54207735,1.42974112
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N500,1,113.35269271,354.30702213,616.26606716,1.33243218,1.24954597
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N5000,1,1567.15224913,4482.99952617,6093.11003785,1.78688295,1.62212224
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N1000,1,332.28166352,946.18088211,1264.92689961,1.81745759,1.64832183
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N200,1,68.91516710,196.25547857,262.27193482,1.81684677,1.63620915
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N2000,1,695.25330813,1953.96180884,2518.53877543,1.91018066,1.71422044
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N500,1,165.75794251,471.34241506,630.41008769,1.82694398,1.64365751
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N5000,1,1693.95141066,4762.36619810,6120.47319161,1.90765332,1.71983744
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N1000,1,256.21028744,777.22499759,1246.07396774,1.46166527,1.36306478
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N200,1,43.40883191,137.73144856,252.57743776,1.27472846,1.17989376
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N2000,1,574.78891509,1693.86212499,2502.10081838,1.60826291,1.48550581
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N500,1,112.20868825,351.15164676,614.87640825,1.32765967,1.24145927
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N5000,1,1567.14705882,4483.27618612,6093.62748943,1.78645542,1.62206138
