group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N1000,1,334.74358974,954.86503008,1255.54914260,1.80564333,1.64342894
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N200,1,64.91036088,184.30648324,247.55411652,1.83699245,1.60174136
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N2000,1,732.17322835,2039.04525725,2508.53953174,1.97963444,1.76447866
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N500,1,167.18898623,475.47186005,626.57057471,1.82607925,1.63770470
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N5000,1,1858.37115385,5155.75971590,6252.88241169,2.00994021,1.79178720
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N1000,1,271.93897638,814.97536627,1239.26504786,1.52028401,1.41136373
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N200,1,60.00272975,174.75247201,248.76051304,1.67522634,1.50517808
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N2000,1,566.47140381,1680.73346337,2484.96014477,1.57169372,1.45455197
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N500,1,112.80458515,354.69178771,613.10794855,1.30907511,1.23276507
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N5000,1,1629.11611785,4658.94781898,6218.32738223,1.78872739,1.62059333
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N1000,1,251.51125000,768.10176548,1231.49654036,1.43094047,1.33562930
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N200,1,42.48986486,135.01286770,242.90246862,1.26932161,1.18012515
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N2000,1,582.91965812,1717.01658861,2488.58881654,1.61084285,1.48527257
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N500,1,128.19620253,388.99609584,617.13713803,1.46037809,1.34880613
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N5000,1,1700.39829060,4812.09080957,6226.67661749,1.86017231,1.67427003
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N1000,1,254.02252816,774.21784977,1233.08819898,1.44001203,1.34475107
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N200,1,46.87254131,144.50371691,243.55096054,1.38948035,1.26422816
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N2000,1,576.76095618,1704.07880967,2488.39594675,1.59416372,1.47352944
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N500,1,117.91535433,366.29267875,614.82416801,1.35756943,1.27120309
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N5000,1,1656.66141732,4718.42096089,6222.08416465,1.81597516,1.64129364
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N1000,1,355.37170596,995.84852277,1251.96399363,1.93185747,1.72370927
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N200,1,63.47974684,182.00299617,248.77264248,1.77206173,1.57114524
