group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N1000,1,346.05314010,990.05516756,1268.25045124,1.78598845,1.66712380
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N200,1,74.58003170,207.85357747,247.59422059,1.97382461,1.77646365
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N2000,1,676.71473851,1957.51791595,2581.27200429,1.71606578,1.61785465
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N500,1,180.25346260,513.10052659,647.63951311,1.81978280,1.68925441
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N5000,1,1801.29553265,5128.06635183,6442.51003587,1.81900450,1.70328631
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N1000,1,282.35842697,847.64468330,1250.76675382,1.51182562,1.43642597
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N200,1,45.82134831,141.21126013,235.48311205,1.39105132,1.25426721
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N2000,1,663.43961353,1932.01317291,2585.14518551,1.67581779,1.59284086
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N500,1,136.73591549,413.95385617,632.36630800,1.47118188,1.38292197
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N5000,1,1630.18030050,4762.74840422,6426.61985072,1.65684153,1.57928623
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N1000,1,285.02749141,856.36564569,1256.45549447,1.50774669,1.44444847
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N200,1,46.10617284,142.27285843,236.32589703,1.38551845,1.25833588
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N2000,1,634.63793103,1863.28748575,2569.44525798,1.62890526,1.54331109
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N500,1,129.78130217,398.12583369,629.95566751,1.41099382,1.33288058
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N5000,1,1691.00680272,4890.73261247,6428.89204224,1.71707670,1.62371056
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N1000,1,274.53997195,831.89307946,1251.73307321,1.46692751,1.40670889
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N200,1,44.09704142,138.28918584,236.68952918,1.31937591,1.21841531
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N2000,1,624.10098177,1844.49008092,2575.12348903,1.59257624,1.52294036
