group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N1000,1,310.86413043,908.38882414,1268.44951933,1.65578943,1.51822710
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N200,1,65.72638037,187.56095837,247.82002368,1.80297922,1.59146983
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N2000,1,647.44884488,1870.95261985,2542.20529742,1.72233868,1.56397968
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N500,1,157.58156028,455.43055571,622.55477421,1.72149431,1.55261692
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N5000,1,1738.89130435,4926.39941404,6311.10387897,1.85250424,1.66472398
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N1000,1,273.01816118,822.37296523,1255.54335799,1.49532384,1.38307434
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N200,1,42.46688207,134.84154080,240.14819068,1.27201247,1.16744486
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N2000,1,587.43687943,1742.05684577,2535.23777451,1.57436762,1.45472488
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N500,1,122.64079422,377.03701819,612.47427941,1.40152159,1.29640446
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N5000,1,1531.49494949,4482.64138629,6290.07575972,1.64630961,1.51239693
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N1000,1,255.95117845,785.52752312,1253.22274742,1.40901119,1.32019111
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N200,1,42.21739130,134.72309292,240.87057486,1.25368873,1.16159710
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N2000,1,605.43234323,1779.98776953,2536.03044803,1.62121894,1.48782031
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N500,1,176.64993726,496.92153669,625.73212630,1.90337896,1.69217015
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N5000,1,1583.09259259,4589.07354350,6288.16248107,1.70317666,1.55104966
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N1000,1,256.71141782,785.75672251,1250.78440870,1.42082503,1.32385828
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N200,1,42.18361955,134.48746540,240.57308940,1.25712810,1.16137426
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N2000,1,572.05815603,1708.73383758,2532.92657253,1.53695975,1.42673911
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N500,1,111.36300175,351.93640772,609.58490235,1.28967429,1.21189823
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N5000,1,1524.31340580,4464.65928914,6284.63877371,1.64242941,1.50751781
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N1000,1,322.99831650,932.74540340,1266.78816425,1.72653234,1.56381309
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N200,1,64.79979036,186.04598505,248.56778425,1.76309535,1.57233665
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N2000,1,677.73369565,1938.14320304,2549.58015677,1.78886425,1.61792994
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N500,1,157.64680851,455.78688379,622.95148391,1.71922677,1.55271994
formalfull|E2_ablation|LSCBO|no_local_search|W0_equal|default_4_to_1|LEVY|N5000,1,1651.72053872,4740.27577084,6302.97169232,1.76575711,1.60074187
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N1000,1,267.47239264,810.63302158,1255.20809146,1.46602640,1.36251378
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N200,1,40.70061350,131.40987677,240.59470258,1.21262012,1.13286626
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N2000,1,544.45545797,1648.41605601,2527.86468345,1.47080013,1.37655268
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N500,1,104.71631206,337.31825018,608.19730511,1.22054563,1.16157611
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N5000,1,1533.79062958,4484.57238922,6284.94276469,1.65242450,1.51456325
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N1000,1,249.64539877,770.56592808,1249.93855015,1.38430892,1.29767943
