group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N1000,1,358.89150090,1025.20430133,1301.12468901,1.79616525,1.63843129
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N200,1,66.46621622,192.38383975,253.16830074,1.71229480,1.55950083
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N2000,1,685.88908451,1972.05637159,2535.78650196,1.75398137,1.61727869
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N500,1,170.88197147,493.18268824,645.20189584,1.73012485,1.58469334
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N5000,1,1798.84330986,5133.72034756,6459.41766364,1.80242349,1.65548076
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N1000,1,287.89568345,867.65855276,1283.77665702,1.49268802,1.39410908
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N200,1,62.42222222,181.81294610,249.30566964,1.67477577,1.49526544
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N2000,1,581.35304054,1742.89782317,2515.31127969,1.51846051,1.43169558
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N500,1,131.48219178,404.65703727,633.60489790,1.39681823,1.31197199
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N5000,1,1637.24647887,4786.19870666,6439.86682621,1.65346140,1.54224887
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N1000,1,280.61478599,853.19273392,1285.04154859,1.45113112,1.36775578
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N200,1,47.02829162,146.26311359,243.04321089,1.35267023,1.22530557
