group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N1000,1,320.14285714,917.80448798,1220.66518908,1.77261401,1.62256164
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N200,1,65.12802276,185.61265677,243.72282185,1.81167432,1.62253354
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N2000,1,652.59278351,1866.82776637,2475.87774132,1.78681508,1.62913127
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N500,1,157.93837535,454.35970653,615.55501420,1.75036994,1.58945994
formalfull|E2_ablation|CBO|cbo_base|W0_equal|default_4_to_1|NONE|N5000,1,1648.02061856,4708.61494437,6217.53035528,1.79489346,1.63748334
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N1000,1,249.78571429,761.86762441,1203.81812037,1.43665550,1.35398208
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N200,1,40.59412405,129.81636691,235.29162026,1.24611305,1.16096574
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N2000,1,555.60677966,1654.42924514,2457.25791751,1.55293339,1.44629800
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N500,1,129.61694915,392.60410482,610.60027935,1.46875509,1.37464758
formalfull|E2_ablation|LSCBO|LSCBO_full|W0_equal|default_4_to_1|LEVY|N5000,1,1541.32890365,4474.41599542,6196.06617805,1.69453865,1.55773745
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N1000,1,274.59793814,815.13172967,1206.64767036,1.56914956,1.45074441
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N200,1,40.56445557,129.30869917,234.48907511,1.25759498,1.16154737
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N2000,1,632.41186441,1824.97625093,2476.22346015,1.73090385,1.59024668
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N500,1,111.34003091,349.75449816,602.00943078,1.31276784,1.23747122
formalfull|E2_ablation|LSCBO|ls_only|W0_equal|default_4_to_1|NONE|N5000,1,1550.25295858,4494.07833168,6197.99317735,1.70290669,1.56441322
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N1000,1,242.65282392,742.88163065,1196.39167047,1.41988976,1.32840092
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N200,1,61.69559033,178.33961604,243.50297014,1.72040247,1.55721027
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N2000,1,546.12426036,1634.04332696,2456.12271220,1.52836930,1.42815557
formalfull|E2_ablation|LSCBO|no_levy|W0_equal|default_4_to_1|NONE|N500,1,133.73399716,402.62908129,613.20630698,1.49771629,1.40462780
